model,sample_index,image_id,true_label,target_label,clean_pred,adv_pred,stored_attack_success,quantized_attack_success,dinov3_similarity,dinov3_distance,idsim_similarity,idsim_distance,clean_path,attack_path,source_prompt,prompt_correct_labels,prompt_correct_label_names,prompt_label_match,prompt_corrected_success
swin,11,0d6463e9a7ef6185,770,785,770,630,True,True,0.8529847860336304,0.14701521396636963,0.6055600643157959,0.3944399356842041,data/nips2017/images/0d6463e9a7ef6185.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0011/images/final_selected.png,a photo of running shoe in the background,[770],"[""running shoe""]",False,True
swin,12,0d29832e5da60f5f,972,180,972,825,True,True,0.46984243392944336,0.5301575660705566,0.5161885023117065,0.48381149768829346,data/nips2017/images/0d29832e5da60f5f.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0012/images/final_selected.png,coated in fine moss,[],[],False,True
swin,13,0db0952967f6faa6,815,551,815,733,True,True,0.5247046947479248,0.4752953052520752,0.6874947547912598,0.31250524520874023,data/nips2017/images/0db0952967f6faa6.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0013/images/final_selected.png,shift to urban setting,[],[],False,True
swin,14,0dffbfa7ba43cb90,961,94,961,964,True,True,0.9377868175506592,0.06221318244934082,0.8102534413337708,0.18974655866622925,data/nips2017/images/0dffbfa7ba43cb90.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0014/images/final_selected.png,shift to aged parchment,[],[],False,True
swin,15,0e0f1fd2ed183781,113,987,113,974,True,True,0.7968756556510925,0.20312434434890747,0.8658217787742615,0.13417822122573853,data/nips2017/images/0e0f1fd2ed183781.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0015/images/final_selected.png,introduce light mist,[],[],False,True
swin,16,0e9bdc3ab80b1a71,366,334,366,279,True,True,0.4225423038005829,0.5774576961994171,0.41987717151641846,0.5801228284835815,data/nips2017/images/0e9bdc3ab80b1a71.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0016/images/final_selected.png,place in sunlit clearing,[],[],False,True
swin,18,0e0299d6352a3fb8,538,3,538,455,True,True,0.298605740070343,0.701394259929657,0.533924400806427,0.466075599193573,data/nips2017/images/0e0299d6352a3fb8.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0018/images/final_selected.png,coated in aged patina,[],[],False,True
swin,19,0e71473957df4793,877,347,877,742,True,True,0.8480176329612732,0.1519823670387268,0.8778026700019836,0.12219732999801636,data/nips2017/images/0e71473957df4793.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0019/images/final_selected.png,coated in matte grey,[],[],False,True
swin,20,0ed355357757528d,762,794,762,415,True,True,0.8665052652359009,0.13349473476409912,0.8624637722969055,0.13753622770309448,data/nips2017/images/0ed355357757528d.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0020/images/final_selected.png,place in an atrium,[],[],False,True
swin,21,0f9d8c86a9f38020,759,117,759,974,True,True,0.9587498903274536,0.04125010967254639,0.9342692494392395,0.0657307505607605,data/nips2017/images/0f9d8c86a9f38020.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0021/images/final_selected.png,add subtle haze,[],[],False,True
swin,23,1a94dc47fdd84a95,869,829,869,582,True,True,0.20050525665283203,0.799494743347168,0.5236735939979553,0.4763264060020447,data/nips2017/images/1a94dc47fdd84a95.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0023/images/final_selected.png,place in an old market,[582],"[""grocery store""]",True,False
swin,24,1a680f33500acb4b,931,72,931,470,True,True,0.7705786228179932,0.22942137718200684,0.6382880210876465,0.3617119789123535,data/nips2017/images/1a680f33500acb4b.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0024/images/final_selected.png,coated in pale wax,[],[],False,True
swin,25,1a7425e8f990e04a,607,675,607,634,True,True,0.7254108786582947,0.2745891213417053,0.41209352016448975,0.5879064798355103,data/nips2017/images/1a7425e8f990e04a.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0025/images/final_selected.png,a photo of jack-o'-lantern in the background,"[607,955]","[""jack-o'-lantern"",""jackfruit""]",False,True
swin,26,1a264165276e3c85,854,758,854,497,True,True,0.23784668743610382,0.7621533125638962,0.5605056285858154,0.43949437141418457,data/nips2017/images/1a264165276e3c85.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0026/images/final_selected.png,shift to grand hall,[579],"[""grand piano""]",False,True
swin,27,1a95932427129cda,656,464,656,436,True,True,0.9657716751098633,0.03422832489013672,0.9321204423904419,0.0678795576095581,data/nips2017/images/1a95932427129cda.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0027/images/final_selected.png,change lighting to dusk,[],[],False,True
swin,28,1ac44ddb6a2d497a,897,26,897,700,True,True,0.8531023263931274,0.14689767360687256,0.8026729822158813,0.19732701778411865,data/nips2017/images/1ac44ddb6a2d497a.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0028/images/final_selected.png,a photo of washer in the background,[897],"[""washer""]",False,True
swin,29,1b1ffd7000d0749f,959,990,959,532,True,True,0.3299916386604309,0.6700083613395691,0.6088078022003174,0.3911921977996826,data/nips2017/images/1b1ffd7000d0749f.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0029/images/final_selected.png,place in rustic kitchen,[],[],False,True
swin,31,1b57d7bbd673c771,422,926,422,778,True,True,0.4606029689311981,0.5393970310688019,0.7618387937545776,0.23816120624542236,data/nips2017/images/1b57d7bbd673c771.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0031/images/final_selected.png,shift to industrial setting,[],[],False,True
swin,32,1b546695167d3f6e,959,836,959,908,True,True,0.782365083694458,0.217634916305542,0.6896185874938965,0.3103814125061035,data/nips2017/images/1b546695167d3f6e.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0032/images/final_selected.png,dim the ambient light,[],[],False,True
swin,33,1ba816dc6937b62d,859,767,859,974,True,True,0.8558266162872314,0.14417338371276855,0.8744745254516602,0.12552547454833984,data/nips2017/images/1ba816dc6937b62d.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0033/images/final_selected.png,add gentle morning mist,[],[],False,True
swin,35,01bdc0cfe670f708,471,540,471,730,True,True,0.8997621536254883,0.10023784637451172,0.602791428565979,0.397208571434021,data/nips2017/images/01bdc0cfe670f708.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0035/images/final_selected.png,coated in verdigris,[],[],False,True
swin,36,1be47d60e0156bbb,649,911,649,972,True,True,0.30760645866394043,0.6923935413360596,0.5112704634666443,0.4887295365333557,data/nips2017/images/1be47d60e0156bbb.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0036/images/final_selected.png,place in arid canyon,[],[],False,True
swin,37,1c2e9fe8b0b2fdf2,57,904,57,41,True,True,0.577364444732666,0.422635555267334,0.5892261266708374,0.4107738733291626,data/nips2017/images/1c2e9fe8b0b2fdf2.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0037/images/final_selected.png,a photo of garter snake in the background,[57],"[""garter snake""]",False,True
swin,38,1c924877ccc60129,409,566,409,835,True,True,0.9197834730148315,0.08021652698516846,0.7457558512687683,0.2542441487312317,data/nips2017/images/1c924877ccc60129.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0038/images/final_selected.png,coated in aged patina,[],[],False,True
swin,39,1cbae41091a750dc,472,813,472,974,True,True,0.8353931903839111,0.16460680961608887,0.895351767539978,0.10464823246002197,data/nips2017/images/1cbae41091a750dc.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0039/images/final_selected.png,introduce gentle mist,[],[],False,True
swin,40,1cc2caf8e5db27c3,430,606,430,332,True,True,0.8923968076705933,0.10760319232940674,0.8543872833251953,0.1456127166748047,data/nips2017/images/1cc2caf8e5db27c3.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0040/images/final_selected.png,introduce light mist,[],[],False,True
swin,41,1cfa5381359bff9f,421,851,421,888,True,True,0.7494343519210815,0.25056564807891846,0.3856406807899475,0.6143593192100525,data/nips2017/images/1cfa5381359bff9f.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0041/images/final_selected.png,a photo of bannister in the background,[421],"[""bannister""]",False,True
swin,42,1d4133f5bc7af193,140,910,140,139,True,True,0.6626515984535217,0.33734840154647827,0.5949994325637817,0.40500056743621826,data/nips2017/images/1d4133f5bc7af193.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0042/images/final_selected.png,a photo of red-backed sandpiper in the background,[140],"[""red-backed sandpiper""]",False,True
swin,43,1d5361e858fe8462,498,522,498,854,True,True,0.8699318170547485,0.13006818294525146,0.687742292881012,0.31225770711898804,data/nips2017/images/1d5361e858fe8462.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0043/images/final_selected.png,covered in brushed bronze,[],[],False,True
swin,44,1dc0533f87996962,565,852,565,675,True,True,0.8890511989593506,0.11094880104064941,0.9134899973869324,0.08651000261306763,data/nips2017/images/1dc0533f87996962.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0044/images/final_selected.png,place near warehouse entrance,[],[],False,True
swin,45,01dd15caa1b2c7b4,303,550,303,311,True,True,0.7056804895401001,0.2943195104598999,0.6467323303222656,0.3532676696777344,data/nips2017/images/01dd15caa1b2c7b4.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0045/images/final_selected.png,coated in fine moss,[],[],False,True
swin,46,1df5e1adad21d618,404,555,404,872,True,True,0.8770606517791748,0.1229393482208252,0.7760127782821655,0.22398722171783447,data/nips2017/images/1df5e1adad21d618.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0046/images/final_selected.png,a photo of airliner in the background,[404],"[""airliner""]",False,True
swin,47,1dfbeffd999f280e,581,568,581,751,True,True,0.7171105146408081,0.2828894853591919,0.6944140195846558,0.30558598041534424,data/nips2017/images/1dfbeffd999f280e.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0047/images/final_selected.png,place in studio setting,[],[],False,True
swin,48,1e4bb9fd37654da6,819,537,819,413,True,True,0.3380591869354248,0.6619408130645752,0.792624831199646,0.207375168800354,data/nips2017/images/1e4bb9fd37654da6.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0048/images/final_selected.png,shift to open field,[],[],False,True
swin,50,1e408a8d1e2cdc74,768,778,768,646,True,True,0.7419568300247192,0.25804316997528076,0.7501883506774902,0.24981164932250977,data/nips2017/images/1e408a8d1e2cdc74.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0050/images/final_selected.png,covered in damp moss,[],[],False,True
swin,51,1e26772fc8c493bb,415,13,415,952,True,True,0.819164514541626,0.18083548545837402,0.8111068606376648,0.1888931393623352,data/nips2017/images/1e26772fc8c493bb.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0051/images/final_selected.png,a photo of bakery in the background,[415],"[""bakery""]",False,True
swin,52,1e77361718213a43,439,434,439,875,True,True,0.735226035118103,0.264773964881897,0.7063969373703003,0.2936030626296997,data/nips2017/images/1e77361718213a43.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0052/images/final_selected.png,a photo of bearskin in the background,[439],"[""bearskin""]",False,True
swin,53,1ebff1b3c8de66de,336,809,336,81,True,True,0.22753950953483582,0.7724604904651642,0.23738616704940796,0.762613832950592,data/nips2017/images/1ebff1b3c8de66de.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0053/images/final_selected.png,coated in damp earth,[],[],False,True
swin,54,1ef172b89f4a39cf,50,535,50,30,True,True,0.7187798619270325,0.28122013807296753,0.6356086134910583,0.36439138650894165,data/nips2017/images/1ef172b89f4a39cf.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0054/images/final_selected.png,covered in slick algae,[],[],False,True
swin,55,1f3f949ccbc81c93,303,665,303,307,True,True,0.7720339894294739,0.22796601057052612,0.49948135018348694,0.5005186498165131,data/nips2017/images/1f3f949ccbc81c93.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0055/images/final_selected.png,coated in fine dust,[],[],False,True
swin,56,1f7c25207bc3e303,475,978,475,703,True,True,0.7467985153198242,0.2532014846801758,0.6289883852005005,0.3710116147994995,data/nips2017/images/1f7c25207bc3e303.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0056/images/final_selected.png,place scene in cobblestone alley,[],[],False,True
swin,57,1f4227ce24232867,33,941,33,109,True,True,0.7454472780227661,0.2545527219772339,0.6442306041717529,0.35576939582824707,data/nips2017/images/1f4227ce24232867.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0057/images/final_selected.png,covered in algae growth,[],[],False,True
swin,58,1f71668ab3dbe81b,708,966,708,501,True,True,0.4773797392845154,0.5226202607154846,0.5517683029174805,0.44823169708251953,data/nips2017/images/1f71668ab3dbe81b.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0058/images/final_selected.png,a photo of pedestal in the background,[708],"[""pedestal""]",False,True
swin,59,01f824264783f58d,967,677,967,925,True,True,0.47657841444015503,0.523421585559845,0.4338974356651306,0.5661025643348694,data/nips2017/images/01f824264783f58d.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0059/images/final_selected.png,coated in dark glaze,[],[],False,True
swin,60,01fa4be27dd11b5d,450,828,450,802,True,True,0.6595115661621094,0.3404884338378906,0.70075523853302,0.29924476146698,data/nips2017/images/01fa4be27dd11b5d.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0060/images/final_selected.png,a photo of bobsled in the background,[450],"[""bobsled""]",False,True
swin,62,2abcab3d77d4767e,442,519,442,437,True,True,0.9158028960227966,0.08419710397720337,0.8787456750869751,0.1212543249130249,data/nips2017/images/2abcab3d77d4767e.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0062/images/final_selected.png,a photo of bell cote in the background,"[442,494]","[""bell cote"",""chime""]",False,True
swin,64,2b741c5c635a7295,107,633,107,566,True,True,0.6942896842956543,0.3057103157043457,0.8233315944671631,0.17666840553283691,data/nips2017/images/2b741c5c635a7295.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0064/images/final_selected.png,coated in opalescent film,[],[],False,True
swin,65,2ba52bcf59097dc8,970,849,970,972,True,True,0.7188795804977417,0.2811204195022583,0.7312667369842529,0.26873326301574707,data/nips2017/images/2ba52bcf59097dc8.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0065/images/final_selected.png,introduce light mist,[],[],False,True
swin,66,2bc6c55a0ab24f86,785,696,785,423,True,True,0.6076878905296326,0.39231210947036743,0.5160658359527588,0.4839341640472412,data/nips2017/images/2bc6c55a0ab24f86.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0066/images/final_selected.png,place in dimly lit cabin,[],[],False,True
swin,67,2c54b60a2851b8ed,656,576,656,974,True,True,0.9354200959205627,0.06457990407943726,0.8290151953697205,0.17098480463027954,data/nips2017/images/2c54b60a2851b8ed.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0067/images/final_selected.png,change lighting to dusk,[],[],False,True
swin,68,2c065d2dc6b2cf44,933,462,933,441,True,True,0.758873701095581,0.24112629890441895,0.7261840105056763,0.27381598949432373,data/nips2017/images/2c065d2dc6b2cf44.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0068/images/final_selected.png,apply warm evening glow,[],[],False,True
swin,69,2c9398f44d099e0f,521,481,521,124,True,True,0.7227755784988403,0.27722442150115967,0.7350291013717651,0.26497089862823486,data/nips2017/images/2c9398f44d099e0f.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0069/images/final_selected.png,a photo of Crock Pot in the background,"[521,738]","[""crock pot"",""pot""]",False,True
swin,70,2d23b1dab7e3e9c0,510,970,510,974,True,True,0.8997725248336792,0.1002274751663208,0.8955519199371338,0.10444808006286621,data/nips2017/images/2d23b1dab7e3e9c0.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0070/images/final_selected.png,add light sea mist,[],[],False,True
swin,72,02dbe78a73db2808,974,254,974,980,True,True,0.7118492126464844,0.2881507873535156,0.6356874704360962,0.3643125295639038,data/nips2017/images/02dbe78a73db2808.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0072/images/final_selected.png,change light to dusk,[],[],False,True
swin,73,2e9b377877f64b3d,498,705,498,974,True,True,0.7987154126167297,0.20128458738327026,0.834945559501648,0.16505444049835205,data/nips2017/images/2e9b377877f64b3d.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0073/images/final_selected.png,a photo of cinema in the background,[498],"[""cinema""]",False,True
swin,74,2e854fca826e54b3,857,595,857,974,True,True,0.9418689012527466,0.05813109874725342,0.9280364513397217,0.07196354866027832,data/nips2017/images/2e854fca826e54b3.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0074/images/final_selected.png,add light mist,[],[],False,True
swin,76,02eb799d147d5f91,624,772,624,938,True,True,0.5694200992584229,0.43057990074157715,0.6377780437469482,0.36222195625305176,data/nips2017/images/02eb799d147d5f91.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0076/images/final_selected.png,a photo of library in the background,[624],"[""library""]",False,True
swin,77,2ed718f6db9785f8,518,842,518,450,True,True,0.7885122299194336,0.2114877700805664,0.7039579749107361,0.2960420250892639,data/nips2017/images/2ed718f6db9785f8.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0077/images/final_selected.png,a photo of crash helmet in the background,[518],"[""crash helmet""]",False,True
swin,78,2ee4c1b2b9bcc6c8,762,784,762,664,True,True,0.8310866355895996,0.1689133644104004,0.7258232235908508,0.27417677640914917,data/nips2017/images/2ee4c1b2b9bcc6c8.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0078/images/final_selected.png,shift to twilight setting,[],[],False,True
swin,79,2efe4916e679e875,865,925,865,524,True,True,0.6266504526138306,0.37334954738616943,0.6057064533233643,0.39429354667663574,data/nips2017/images/2efe4916e679e875.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0079/images/final_selected.png,a photo of toyshop in the background,[865],"[""toyshop""]",False,True
swin,80,2f7d5ff922af55c4,480,632,480,884,True,True,0.4351136386394501,0.5648863613605499,0.4380267858505249,0.5619732141494751,data/nips2017/images/2f7d5ff922af55c4.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0080/images/final_selected.png,place in marble hall,[],[],False,True
swin,81,2fc17ec1fad5d947,873,928,873,974,True,True,0.8353237509727478,0.1646762490272522,0.8922855854034424,0.10771441459655762,data/nips2017/images/2fc17ec1fad5d947.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0081/images/final_selected.png,introduce light mist,[],[],False,True
swin,82,3a7d9bd310202e93,789,659,789,519,True,True,0.8141305446624756,0.18586945533752441,0.660673975944519,0.33932602405548096,data/nips2017/images/3a7d9bd310202e93.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0082/images/final_selected.png,covered in aged paper,[],[],False,True
swin,84,3b67bec3793efcb4,821,745,821,818,True,True,0.8972138166427612,0.10278618335723877,0.6609010100364685,0.3390989899635315,data/nips2017/images/3b67bec3793efcb4.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0084/images/final_selected.png,a photo of steel arch bridge in the background,[821],"[""steel arch bridge""]",False,True
swin,86,3bfe9ff7b488485d,705,709,705,974,True,True,0.9155747294425964,0.08442527055740356,0.9342380166053772,0.0657619833946228,data/nips2017/images/3bfe9ff7b488485d.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0086/images/final_selected.png,place scene in depot,[],[],False,True
swin,87,3c970c84b598f2d9,779,596,779,867,True,True,0.027632996439933777,0.9723670035600662,0.3188435435295105,0.6811564564704895,data/nips2017/images/3c970c84b598f2d9.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0087/images/final_selected.png,place near open highway,[],[],False,True
swin,88,3cf4bb0637d0f182,861,51,861,974,True,True,0.620978593826294,0.37902140617370605,0.6471164226531982,0.35288357734680176,data/nips2017/images/3cf4bb0637d0f182.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0088/images/final_selected.png,a photo of toilet seat in the background,[861],"[""toilet seat""]",False,True
swin,89,3d6e530955c60759,511,891,511,479,True,True,0.8625736236572266,0.13742637634277344,0.8269900679588318,0.1730099320411682,data/nips2017/images/3d6e530955c60759.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0089/images/final_selected.png,introduce light drizzle,[],[],False,True
swin,90,3d75d9676ad6361c,150,516,150,48,True,True,0.6944035291671753,0.3055964708328247,0.6766775250434875,0.32332247495651245,data/nips2017/images/3d75d9676ad6361c.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0090/images/final_selected.png,a photo of sea lion in the background,"[150,291]","[""sea lion"",""lion""]",False,True
swin,92,3df888fc3b1df464,954,382,954,499,True,True,0.35275596380233765,0.6472440361976624,0.4379369616508484,0.5620630383491516,data/nips2017/images/3df888fc3b1df464.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0092/images/final_selected.png,place in dark kitchen,[],[],False,True
swin,93,3dfbdd066af9ca1e,820,4,820,847,True,True,0.8076750040054321,0.19232499599456787,0.804909884929657,0.19509011507034302,data/nips2017/images/3dfbdd066af9ca1e.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0093/images/final_selected.png,place near foggy moor,[],[],False,True
swin,95,3e7b01ba495f15f9,707,409,707,480,True,True,0.8555337190628052,0.14446628093719482,0.771438479423523,0.22856152057647705,data/nips2017/images/3e7b01ba495f15f9.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0095/images/final_selected.png,apply soft afternoon haze,[],[],False,True
swin,96,3e8bf1eee7083f6e,630,682,630,884,True,True,0.08024571090936661,0.9197542890906334,0.588327169418335,0.41167283058166504,data/nips2017/images/3e8bf1eee7083f6e.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0096/images/final_selected.png,place in stone corridor,[],[],False,True
swin,97,3e9496f7652e1968,468,833,468,436,True,True,0.9252469539642334,0.0747530460357666,0.8625324964523315,0.13746750354766846,data/nips2017/images/3e9496f7652e1968.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0097/images/final_selected.png,coated in matte paint,[],[],False,True
