model,sample_index,image_id,true_label,target_label,clean_pred,adv_pred,clean_correct,stored_attack_success,quantized_attack_success,selected_for_metrics,stored_vs_quantized_success_match,stored_status,clean_path,attack_path
swin,56,1f7c25207bc3e303,475,978,475,703,True,True,True,True,True,ok,data/nips2017/images/1f7c25207bc3e303.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0056/images/final_selected.png
swin,57,1f4227ce24232867,33,941,33,109,True,True,True,True,True,ok,data/nips2017/images/1f4227ce24232867.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0057/images/final_selected.png
swin,58,1f71668ab3dbe81b,708,966,708,501,True,True,True,True,True,ok,data/nips2017/images/1f71668ab3dbe81b.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0058/images/final_selected.png
swin,59,01f824264783f58d,967,677,967,925,True,True,True,True,True,ok,data/nips2017/images/01f824264783f58d.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0059/images/final_selected.png
swin,60,01fa4be27dd11b5d,450,828,450,802,True,True,True,True,True,ok,data/nips2017/images/01fa4be27dd11b5d.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0060/images/final_selected.png
swin,61,2a1a60df9a58bb7c,649,18,701,972,False,True,False,False,True,ok,data/nips2017/images/2a1a60df9a58bb7c.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0061/images/final_selected.png
swin,62,2abcab3d77d4767e,442,519,442,437,True,True,True,True,True,ok,data/nips2017/images/2abcab3d77d4767e.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0062/images/final_selected.png
swin,63,2b7e6f0d6f73fa1f,637,234,894,974,False,True,False,False,True,ok,data/nips2017/images/2b7e6f0d6f73fa1f.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0063/images/final_selected.png
swin,64,2b741c5c635a7295,107,633,107,566,True,True,True,True,True,ok,data/nips2017/images/2b741c5c635a7295.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0064/images/final_selected.png
swin,65,2ba52bcf59097dc8,970,849,970,972,True,True,True,True,True,ok,data/nips2017/images/2ba52bcf59097dc8.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0065/images/final_selected.png
swin,66,2bc6c55a0ab24f86,785,696,785,423,True,True,True,True,True,ok,data/nips2017/images/2bc6c55a0ab24f86.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0066/images/final_selected.png
swin,67,2c54b60a2851b8ed,656,576,656,974,True,True,True,True,True,ok,data/nips2017/images/2c54b60a2851b8ed.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0067/images/final_selected.png
swin,68,2c065d2dc6b2cf44,933,462,933,441,True,True,True,True,True,ok,data/nips2017/images/2c065d2dc6b2cf44.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0068/images/final_selected.png
swin,69,2c9398f44d099e0f,521,481,521,124,True,True,True,True,True,ok,data/nips2017/images/2c9398f44d099e0f.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0069/images/final_selected.png
swin,70,2d23b1dab7e3e9c0,510,970,510,974,True,True,True,True,True,ok,data/nips2017/images/2d23b1dab7e3e9c0.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0070/images/final_selected.png
swin,71,2d95297e468bdf9b,865,525,865,865,True,False,False,False,True,ok,data/nips2017/images/2d95297e468bdf9b.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0071/images/final_selected.png
swin,72,02dbe78a73db2808,974,254,974,980,True,True,True,True,True,ok,data/nips2017/images/02dbe78a73db2808.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0072/images/final_selected.png
swin,73,2e9b377877f64b3d,498,705,498,974,True,True,True,True,True,ok,data/nips2017/images/2e9b377877f64b3d.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0073/images/final_selected.png
swin,74,2e854fca826e54b3,857,595,857,974,True,True,True,True,True,ok,data/nips2017/images/2e854fca826e54b3.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0074/images/final_selected.png
swin,75,2e541180b2323a5d,23,904,428,428,False,True,False,False,True,ok,data/nips2017/images/2e541180b2323a5d.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0075/images/final_selected.png
swin,76,02eb799d147d5f91,624,772,624,938,True,True,True,True,True,ok,data/nips2017/images/02eb799d147d5f91.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0076/images/final_selected.png
swin,77,2ed718f6db9785f8,518,842,518,450,True,True,True,True,True,ok,data/nips2017/images/2ed718f6db9785f8.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0077/images/final_selected.png
swin,78,2ee4c1b2b9bcc6c8,762,784,762,664,True,True,True,True,True,ok,data/nips2017/images/2ee4c1b2b9bcc6c8.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0078/images/final_selected.png
swin,79,2efe4916e679e875,865,925,865,524,True,True,True,True,True,ok,data/nips2017/images/2efe4916e679e875.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0079/images/final_selected.png
swin,80,2f7d5ff922af55c4,480,632,480,884,True,True,True,True,True,ok,data/nips2017/images/2f7d5ff922af55c4.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0080/images/final_selected.png
swin,81,2fc17ec1fad5d947,873,928,873,974,True,True,True,True,True,ok,data/nips2017/images/2fc17ec1fad5d947.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0081/images/final_selected.png
swin,82,3a7d9bd310202e93,789,659,789,519,True,True,True,True,True,ok,data/nips2017/images/3a7d9bd310202e93.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0082/images/final_selected.png
swin,83,3b32eca218ed3dbe,741,837,868,794,False,True,False,False,True,ok,data/nips2017/images/3b32eca218ed3dbe.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0083/images/final_selected.png
swin,84,3b67bec3793efcb4,821,745,821,818,True,True,True,True,True,ok,data/nips2017/images/3b67bec3793efcb4.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0084/images/final_selected.png
swin,85,3bd1ba0432603b28,920,88,920,920,True,False,False,False,True,ok,data/nips2017/images/3bd1ba0432603b28.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0085/images/final_selected.png
swin,86,3bfe9ff7b488485d,705,709,705,974,True,True,True,True,True,ok,data/nips2017/images/3bfe9ff7b488485d.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0086/images/final_selected.png
swin,87,3c970c84b598f2d9,779,596,779,867,True,True,True,True,True,ok,data/nips2017/images/3c970c84b598f2d9.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0087/images/final_selected.png
swin,88,3cf4bb0637d0f182,861,51,861,974,True,True,True,True,True,ok,data/nips2017/images/3cf4bb0637d0f182.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0088/images/final_selected.png
swin,89,3d6e530955c60759,511,891,511,479,True,True,True,True,True,ok,data/nips2017/images/3d6e530955c60759.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0089/images/final_selected.png
swin,90,3d75d9676ad6361c,150,516,150,48,True,True,True,True,True,ok,data/nips2017/images/3d75d9676ad6361c.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0090/images/final_selected.png
swin,91,3dc0e8f854bdc9b3,603,920,603,603,True,False,False,False,True,ok,data/nips2017/images/3dc0e8f854bdc9b3.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0091/images/final_selected.png
swin,92,3df888fc3b1df464,954,382,954,499,True,True,True,True,True,ok,data/nips2017/images/3df888fc3b1df464.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0092/images/final_selected.png
swin,93,3dfbdd066af9ca1e,820,4,820,847,True,True,True,True,True,ok,data/nips2017/images/3dfbdd066af9ca1e.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0093/images/final_selected.png
swin,94,3e1e47f5af2a3f16,293,356,293,293,True,False,False,False,True,ok,data/nips2017/images/3e1e47f5af2a3f16.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0094/images/final_selected.png
swin,95,3e7b01ba495f15f9,707,409,707,480,True,True,True,True,True,ok,data/nips2017/images/3e7b01ba495f15f9.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0095/images/final_selected.png
swin,96,3e8bf1eee7083f6e,630,682,630,884,True,True,True,True,True,ok,data/nips2017/images/3e8bf1eee7083f6e.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0096/images/final_selected.png
swin,97,3e9496f7652e1968,468,833,468,436,True,True,True,True,True,ok,data/nips2017/images/3e9496f7652e1968.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0097/images/final_selected.png
swin,98,3ece3c1f94e4141a,331,14,331,287,True,True,True,True,True,ok,data/nips2017/images/3ece3c1f94e4141a.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0098/images/final_selected.png
swin,99,3eded0a8d5f16059,99,456,99,975,True,True,True,True,True,ok,data/nips2017/images/3eded0a8d5f16059.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0099/images/final_selected.png
swin,100,3efa3df701898afd,736,999,722,532,False,True,False,False,True,ok,data/nips2017/images/3efa3df701898afd.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0100/images/final_selected.png
swin,101,3f8bf287f20333eb,972,712,972,972,True,False,False,False,True,ok,data/nips2017/images/3f8bf287f20333eb.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0101/images/final_selected.png
swin,102,3f40eba168e5d385,514,935,514,339,True,True,True,True,True,ok,data/nips2017/images/3f40eba168e5d385.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0102/images/final_selected.png
swin,103,3f48b1e74589d310,652,507,652,524,True,True,True,True,True,ok,data/nips2017/images/3f48b1e74589d310.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0103/images/final_selected.png
swin,104,03f90f7138f761e8,663,489,663,497,True,True,True,True,True,ok,data/nips2017/images/03f90f7138f761e8.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0104/images/final_selected.png
swin,105,4a0bac33f8e81e60,406,856,406,884,True,True,True,True,True,ok,data/nips2017/images/4a0bac33f8e81e60.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0105/images/final_selected.png
swin,106,4a1a40a116088962,597,623,597,777,True,True,True,True,True,ok,data/nips2017/images/4a1a40a116088962.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0106/images/final_selected.png
swin,107,4a1a488e8a975f7c,919,832,919,517,True,True,True,True,True,ok,data/nips2017/images/4a1a488e8a975f7c.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0107/images/final_selected.png
swin,108,4a251fb6d80b5137,799,81,799,556,True,True,True,True,True,ok,data/nips2017/images/4a251fb6d80b5137.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0108/images/final_selected.png
swin,109,4abadb721e74b99b,944,780,936,580,False,True,False,False,True,ok,data/nips2017/images/4abadb721e74b99b.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0109/images/final_selected.png
swin,110,4aeb33c9e565a201,97,839,97,20,True,True,True,True,True,ok,data/nips2017/images/4aeb33c9e565a201.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0110/images/final_selected.png
swin,111,4b0c9bf2584b35d3,959,78,959,923,True,True,True,True,True,ok,data/nips2017/images/4b0c9bf2584b35d3.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0111/images/final_selected.png
swin,112,4b52fd42977215b9,900,626,900,900,True,False,False,False,True,ok,data/nips2017/images/4b52fd42977215b9.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0112/images/final_selected.png
swin,113,4b384c8247b56c0a,541,924,541,974,True,True,True,True,True,ok,data/nips2017/images/4b384c8247b56c0a.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0113/images/final_selected.png
swin,114,4b8517e927f32962,865,270,865,582,True,True,True,True,True,ok,data/nips2017/images/4b8517e927f32962.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0114/images/final_selected.png
swin,115,4bb12984b41d0834,33,7,33,34,True,True,True,True,True,ok,data/nips2017/images/4bb12984b41d0834.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0115/images/final_selected.png
swin,116,4bdb561770b52424,146,183,146,974,True,True,True,True,True,ok,data/nips2017/images/4bdb561770b52424.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0116/images/final_selected.png
swin,117,04c1bde5affb7b5b,652,679,652,557,True,True,True,True,True,ok,data/nips2017/images/04c1bde5affb7b5b.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0117/images/final_selected.png
swin,118,4c8a4414419ab0bb,661,847,661,847,True,True,True,True,True,ok,data/nips2017/images/4c8a4414419ab0bb.png,outputs/nips2017/nips2017_selected_20260714_195944/swin/ablation_and_no_verifier/sample_0118/images/final_selected.png
